中宇博学教育,数据分析师薪资8-12+发展空间大,郑州,8-12K,3-5年本科,培训机构,"Python,SQL,商业分析,数据建模,数据挖掘"
河南东泠,数据分析师,郑州,6-8K,1-3年本科,计算机软件,"数据挖掘,SAS,Python,HBase,Spark"
动量科技,足球数据分析师,郑州,4-8K,1-3年本科,移动互联网,"大数据,售后支持,售前支持,足球,数据分析师"
天朗生态,数据分析（气象方向）,郑州,4-5K,经验不限本科,环保,"写作能力,研判分析,文学编辑,公文格式,总结数据"
沃玩网络,数据分析,郑州,4-6K·13薪,1-3年大专,游戏,"埋点,监控机制,专项研究,推动问题解决,游戏数据分析"
河南雪城软件有限公司,数据分析师,郑州,8-12K,3-5年本科,计算机服务,"Python,Java,SAS,SPSS,数据仓库"
菲欧娜服饰商行,数据分析员,郑州,3-6K,1-3年大专,服装/纺织/皮革,"数据分析员,销售分析,更新数据,服装,"
中科宇图,大气环境数据分析师,郑州,4-6K,经验不限本科,互联网,"环境工程,大气数据,大气环境,报告模板,扩散模型"
中网创投科技,数据分析（郑州项目),郑州,6-10K,3-5年本科,计算机软件,"商业分析,智能客服,产品业务,持续运营,提升产品价值"
河南君齐法律服务...,数据分析师,郑州,6-11K,3-5年本科,法律,"SEM,SEO,网站推广,竞价排名,数据分析师"
邦成控股,数据分析师,郑州,3-5K,经验不限大专,投资/融资,"Excel,商业分析,SPSS,MySQL,消费金融"
神策数据,数据分析师,郑州,8-13K·14薪,3-5年本科,数据服务,"数据分析师,协助客户,梳理数据,应用需求,指导客户"
跟谁学-高途课堂,数据分析,郑州,10-15K,3-5年本科,在线教育,"数据挖掘,数据提取,辅导,数据分析体系,分析业务"
建业物业,产品数据分析,郑州,4-8K,1-3年本科,物业服务,"产品数据分析,客户群体,销售数据,行业经验,服务客户"
玫易科技,数据分析师,郑州,20-40K·14薪,3-5年本科,互联网,"数据挖掘,定量分析,数据价值,Hive,经验模型"
自由说,数据分析师,郑州,4-7K,1-3年大专,批发/零售,"数据分析师,鞋服,数据管理,提高销售,降低库存"
合成教育,数据分析,郑州,6-11K,3-5年本科,在线教育,"大数据,Python,数据处理,数据挖掘,咨询领域"
数贝科技,金融数据分析师 双休,郑州,3-5K,1-3年大专,证券/期货,"金融数据分析,金融专业,计算机专业,期货,从业经验"
立信数据,数据分析师,郑州,3-7K,1-3年本科,咨询,"SPSS,商业分析,行业研究,数据分析师,市场研究"
易玖生态,数据分析师,郑州,7-8K,1-3年硕士,环保,"数据挖掘,R语言,Python,SQL,大数据"
上海芊辰,女装数据分析员,郑州,4-5K,1-3年中专/中技,批发/零售,"数据处理,历史销售数据,订单数据,提供数据,女装"
郑州智研院,工艺数据分析师,郑州,5-10K,经验不限硕士,环保,"工艺工程,精益管理,财务数据分析,排放数据,工艺"
美国美联国际,英文数据分析,郑州,3-5K,经验不限学历不限,旅游,"英文,促销专题,数据分析,酒店,供应商"
阡陌大数据,ETL数据分析工程师,郑州,6-10K,1-3年本科,数据服务,"ETL,数据分析工程师,大数据项目,各类数据,接口设计"
兴盛优选,数据分析员,郑州,4-5K,1-3年大专,电子商务,"数据分析,数据保密,数据分析员,报表制作,Excel"
河南金玖实业有限公司,数据分析员,郑州,3-4K,3-5年大专,其他行业,"数据分析,数据分析员,核算工资,成本核算,采集数据"
绿健兽药,销售数据分析+内容编辑经理,郑州,6-10K,经验不限学历不限,电子商务,"数字阅读,直播,数据挖掘,视频,影视"
铭创,数据分析师,郑州,5-8K,1-3年本科,通信/网络设备,"MySQL,数据分析师,计算机,本科以上学历,SQLServer"
中宇博学,数据分析师,郑州,8-13K,3-5年本科,培训机构,"商业分析,数据挖掘,应用建设,数据分析师,Python"
格德斯通,数据分析师,郑州,3-6K,经验不限本科,互联网,"数据处理,机房运维,数据分析师,数学,金融"
亿信联,数据分析师实习生,郑州,2-3K,应届生本科,数据服务,"数据处理,话务预测,数据分析师,实习生,通信技术"
海天咨询,造价工程师/数据分析工程师（双休）,郑州,4-7K,1-3年大专,工程施工,"预结算,预算编制,结算审核,广联达,造价"
站巨者,数据分析,郑州,5-10K,1-3年学历不限,电子商务,"SEM,运营管理,薪资待遇,高额提成,福利待遇"
中原银行,合规数据分析专岗,郑州,15-25K,5-10年本科,互联网,"风控建模,风险控制,合规稽查,内部控制,合规"
河南圆点,数据分析师,郑州,4-6K,1-3年大专,其他专业服务,"市场研究,商业分析,调研成果,项目计划书,数据进行整理"
思域文化,数据分析师,郑州,5-9K,1-3年本科,广告,"数据解析,经营数据,数据分析师,本科以上学历,统计学"
重庆立信,数据分析员（河南子公司）,郑州,3-7K,1-3年本科,数据服务,"市场研究,SPSS,行业研究,商业分析,研究方案"
宾果雅通,数据分析师,郑州,5-8K,3-5年本科,互联网,"数据处理,数据分析师,项目数据分析,数据分析结果,相应分析"
合众伟奇,电力数据分析师（中级,郑州,8-13K,1-3年本科,移动互联网,"Python,数据仓库,数据挖掘,商业分析,Hive"
国泰新点,数据分析师（郑州）,郑州,8-13K,1-3年本科,计算机软件,"业务分析,数据治理,大数据,数据分析师,政务服务"
许昌龙祁,商业数据分析经理,郑州,8-13K,3-5年本科,贸易/进出口,"商业分析,风险状况,商业,数据分析经理,业务决策"
平角企业管理咨询,数据分析员,郑州,4-5K,1-3年大专,广告,"商业数据分析,数据分析员,Excel函数,能适应出差,应变能力强"
奥瑞环保,大气数据分析师,郑州,6-8K,经验不限本科,环保,"数据分析师,环境工程,环境检测,环境科学,化学"
中业教育,数据分析师-商业数据分析,郑州,10-15K·13薪,3-5年本科,在线教育,"数据挖掘,数据仓库,商业分析,Hive,动态发现"
中科宇图,大气环境数据分析师,郑州,4-9K,经验不限大专,互联网,"大气环境,发布数据,研判分析,数据分析师,监测数据"
邦成控股,数据分析师,郑州,6-9K,经验不限本科,投资/融资,"R语言,Python,Excel,MySQL,BI"
跟谁学-高途课堂,数据分析bp,郑州,20-40K,5-10年本科,在线教育,"Excel,SQL,数据挖掘,商业分析,互联网教育"
建业物业,数据分析,郑州,4-8K,1-3年本科,物业服务,"客户群体,销售数据,行业经验,服务客户,业务数据"
易玖生态,数据分析师,郑州,7-12K,3-5年硕士,环保,"统计方法,逻辑回归,互联网数据分析,数据分析师,行业分析"
鑫福盛环保有限公司,研判数据分析,郑州,2-4K,在校/应届大专,环保,"自动化运维,数据分析,环境科学,机械及自动化,化学工艺"
许昌龙祁,商业数据分析经理,郑州,8-12K,3-5年大专,贸易/进出口,"商业分析,SQL,Python,风险状况,商业"
中业教育,数据分析师 (商业分析方向),郑州,10-15K,3-5年本科,在线教育,"商业分析,SPSS,SAS,Python,R语言"
中科宇图,大气环境数据分析师,郑州,3-4K,在校/应届本科,互联网,"环境监测,大气环境,数据分析师,研判分析,监测数据"
奥瑞环保,大数据分析工程师,郑州,6-8K,1-3年本科,环保,"数据挖掘,环境空气质量,建模,环保大数据,排放数据"
许昌龙祁,数据分析经理,郑州,10-15K,3-5年本科,贸易/进出口,"商业分析,风险状况,数据分析经理,业务决策,运营方案"
中业教育,高薪直聘数据分析师/带薪年假15天,郑州,10-15K·13薪,3-5年本科,在线教育,"Hive,数据挖掘,MySQL,SAS,Python"
中科宇图,大气环境数据分析师(实习),郑州,150-200元/天,5天/周6个月本科,互联网,"环保,大气环境,监测数据,数据分析师,研判分析"
许昌龙祁,商业数据分析经理,郑州,10-15K,3-5年本科,贸易/进出口,"商业分析,风险状况,商业,数据分析经理,业务决策"
中业教育,数据分析10-12k+五险+带薪年假15天,郑州,8-12K,3-5年本科,在线教育,"数据挖掘,数据仓库,Hive,流量来源,五险"
许昌龙祁,数据分析经理,郑州,10-15K,3-5年本科,贸易/进出口,"商业分析,SQL,Python,商业数据分析,风险状况"
赛仕大数据,数据分析员,重庆,1-4K,在校/应届本科,计算机服务,"SAS,数据挖掘,数据结构,数据分析员,数据分析方案"
优税猫,商业数据分析师,重庆,6-8K·13薪,1-3年本科,企业服务,"Excel,SQL,SPSS,Python,商业数据分析"
乐尚装饰,微信客服/微信运营师/数据分析员,重庆,5-8K,经验不限学历不限,工程施工,"微信客服,在线客服,电商客服,使用微信,微信运营"
山东途智,数据分析/运营支撑,重庆,5-10K,3-5年本科,人力资源服务,"数据挖掘,商业分析,建模,目标定义,运营支撑"
贝壳找房/链家房地产,数据分析师,重庆,7-9K·14薪,1-3年本科,地产经纪,"DBA,Hive,线上数据库,数据分析师,数据问题"
网达软件,数据分析师,重庆,7-12K,3-5年本科,计算机软件,"数据挖掘,商业分析,R语言,Python,BI"
银杏互联,数据分析师,重庆,7-8K,在校/应届硕士,互联网,"Python,Hadoop,数据挖掘,数据仓库,分布式技术"
西西弗书店,数据分析经理（经营分析方向）,重庆,11-20K·13薪,经验不限大专,生活服务,"数据库开发,商业分析,经营报表,数据分析经理,业务部门"
瀚华金控,数据分析师（建模）,重庆,10-15K,3-5年本科,互联网,"数据挖掘,建模,稀疏数据,逻辑回归,随机森林算法"
联高优选,BI数据分析师,重庆,7-11K,1-3年本科,企业服务,"数据挖掘,产品精准营销,HQL,bi数据分析,定量方法"
左岸环境,数据分析师,重庆,8-12K,3-5年本科,其他服务业,"Python,PHP,数据分析师,日常业务,数据整合"
重庆铭腾房地产机构,房地产数据分析专员,重庆,5-8K,经验不限大专,工程施工,"房地产,数据分析专员,市场金融,相关资料收集,归档"
优纳科技,商业数据分析师,重庆,8-10K,3-5年本科,医疗,"BI,Python,SAS,商业分析,车联网"
闹海房地产,贝壳找房-重庆-数据分析师,重庆,7-10K·14薪,3-5年本科,互联网,"数据仓库,DBA,Hive,线上数据库,数据分析师"
数联铭信,数据分析师,重庆,15-20K·13薪,3-5年硕士,移动互联网,"数据挖掘,Python,Excel,大数据,数据分析师"
今日头条,数据分析师,重庆,5-8K·13薪,1-3年大专,移动互联网,"数据库开发,利用数据,数据分析师,监控系统,监控服务"
重庆广睿达,环保数据分析师,重庆,4-8K,1-3年大专,互联网,"化学,环境监测数据,应急启动,数据拟合,污染防治"
消费品工业设计研究院,商业数据分析,重庆,7-12K,3-5年本科,其他专业服务,"数据化,商业数据分析,分析市场,电商数据,竞品"
庚开瑞传媒,数据分析师,重庆,5-8K,3-5年大专,广告,"数据挖掘,数据分析师,采集数据,,"
广州优瓦科技有限公司,数据分析师（市场准入方向）,重庆,5-8K,3-5年本科,检测/认证,"SQL,Python,Excel,医药数据库,数据分析师"
武汉速速签互联网科技,数据分析师,重庆,12-24K,3-5年本科,互联网,"数据挖掘,机器学习,建模,数据建立,制定指标"
锐思科,数据分析师,重庆,4-6K·13薪,1-3年大专,其他专业服务,"数据分析师,呼叫中心,电销系统,数据导入,报表统计"
爱搭塔AIDATA,AI数据分析师,重庆,4-9K,3-5年本科,数据服务,"数据价值,需求场景,AI人工智能,数据分析师,帮助客户"
美团点评,美团优选-数据分析,重庆,10-15K,3-5年本科,O2O,"商品经营,数据监控,用户运营,业务决策,理解数据"
重庆小雨点,数据分析经理,重庆,25-50K,5-10年本科,互联网,"数据挖掘,统计方法,Relational,建模,数据分析经理"
中科金审,数据分析师,重庆,8-11K,3-5年本科,数据服务,"数据挖掘,提供数据,数据分析师,负责项目,数据挖掘模型"
翰海睿智,数据分析师,重庆,5-10K,1-3年本科,数据服务,"Python,Java,数据挖掘,数据仓库,商业分析"
中电科技,数据分析师,重庆,8-10K,3-5年本科,计算机软件,"数据挖掘,数据价值,建模,数据挖掘算法,数据分析师"
茂展科技,金融数据分析师,重庆,3-5K,经验不限本科,生活服务,"数据处理,金融数据分析,财经新闻,财经资讯,标注"
重庆航信,数据分析,重庆,4-6K,经验不限本科,计算机软件,"数据挖掘,数据仓库,网络爬虫技术,分布式技术,MySQL"
中云致智,数据分析师,重庆,4-6K,1-3年大专,互联网,"数据分析师,业务应用系统,安全配置,软件开发商,登录用户"
蓝色天空有限公司,数据分析统计专员,重庆,5-8K,1年以内硕士,其他专业服务,"行业分析,商业分析,数据分析统计,招收实习生,数据收集"
恒惠昇,数据分析专员,重庆,7-12K,经验不限大专,咨询,"数据分析,数据分析专员,寻找客户,数据库,精准分析"
百计信用,数据分析师,重庆,5-8K,1-3年本科,企业服务,"数据挖掘,征信数据库,随机森林算法,数据挖掘算法,logistic回归"
火眼科技有限公司,数据分析师,重庆,6-9K,1-3年本科,数据服务,"Python,数据挖掘,建模者,互联网数据分析,数据挖掘方法"
綦江民生村镇银行,数据分析,重庆,5-10K,1-3年本科,银行,"商业分析,数据仓库,数据治理,数据开发,经营数据分析"
中冶赛迪,项目管理实习生（数据分析）,重庆,80-120元/天,3天/周6个月本科,互联网,"项目申报,管理实习生,数据分析,需求调研,撰写需求文档"
数宜信,数据分析研发工程师,重庆,10-15K,3-5年本科,互联网,"研发工程师,Python,数据建模,量化模型,模型设计"
好老师专升本,数据分析师,重庆,4-6K·13薪,1-3年本科,培训机构,"数据分析,客户行为数据,流量策略,数据分析师,业务管理"
德勤,德勤数据分析岗,重庆,4-7K·13薪,经验不限学历不限,咨询,"数据建模,SPSS,数据分析岗,数据分析,历史"
罗克佳华,环境大数据分析经理,重庆,6-10K,1-3年本科,环保,"环境工程,环境科学,环境大数据,数据服务管理,分析经理"
德勤华庆商务服务,大数据分析实习生,重庆,100-140元/天,5天/周3个月本科,企业服务,"数据仓库,Hive,提供数据,产品建设,数据分析实习生"
思学教育,数据分析培训讲师,重庆,12-15K,3-5年大专,计算机软件,"培训师,助教,Python,教案编写,精通sql"
中梁坤益置业,营销数据分析助理,重庆,4-5K,经验不限大专,房地产,"市场数据分析,营销数据,分析助理,营销,考察供应商"
马上消费金融,反欺诈数据分析师,重庆,12-20K,3-5年本科,互联网,"风控建模,欺诈风险,Python,反欺诈策略,贷前"
中工研院,大数据分析实习生（机器学习）,重庆,1-2K,在校/应届本科,企业服务,"数据处理,数据挖掘,机器学习系统,建模,数据分析实习生"
六人行信息科技,医药数据分析师,重庆,7-11K·13薪,1-3年本科,制药,"药物分析,医药研发,临床研究,生物制药,化学原料药"
衣朵服装经营部,数据分析,重庆,4-8K,3-5年大专,服装/纺织/皮革,"服装纺织,数据分析,熟练操作excel,吃苦耐劳,团队协作能力"
泽森科技,市场专员(数据分析方向),重庆,3-4K,1年以内大专,通信/网络设备,"活动策划,市场分析,市场专员,数据分析方向,营销数据"
胜欧数据,英文数据分析与编辑,重庆,4-6K,经验不限大专,计算机服务,"CET-6,全职,英文,数据分析,编辑"
金豆医疗数据,临床数据分析,重庆,6-10K·13薪,5-10年本科,医疗,"内科,外科,皮肤科,妇产科,中医科"
立信数据,数据分析员,重庆,4-8K,经验不限本科,咨询,"行业研究,心理学,数据分析员,方案撰写,设计问卷"
思伯达,大数据分析,重庆,4-9K,1年以内本科,分类信息,"大数据分析,调研,咨询项目,设计问卷,撰写研究报告"
赛仕大数据,助理数据分析挖掘工程师(实习),重庆,50-100元/天,3天/周10个月硕士,计算机服务,"数据仓库,数据挖掘,助理,数据分析挖掘,需求分析"
优税猫,数据分析师,重庆,6-8K·13薪,1-3年本科,企业服务,"Excel,SQL,SPSS,数据分析师,基础建模"
银杏互联,高级数据分析师,重庆,12-20K,3-5年本科,互联网,"数据挖掘,Hadoop,大数据,数据仓库,分布式技术"
联高优选,资深数据分析师,重庆,12-15K,3-5年本科,企业服务,"商业分析,Python,BI,数据挖掘,SQL"
重庆广睿达,数据分析工程师,重庆,3-4K,1-3年大专,互联网,"化学,预警预测,大气污染防治,环保管理,研判分析"
茂展科技,数据分析师,重庆,4-6K,经验不限大专,生活服务,"数据分析,数据分析师,分析处理,,"
恒惠昇,数据分析专员,重庆,7-12K,经验不限学历不限,咨询,"数据仓库,数据挖掘,数据标注,数据分析专员,寻找客户"
重庆小雨点,数据分析师,重庆,10-20K,经验不限硕士,互联网,"数据挖掘,Relational,数据分析师,Bachelor,Advanced"
中电科技,数据分析师（数据治理）,重庆,10-15K,3-5年本科,计算机软件,"数据仓库,ETL,Datax,数据质量标准,数据分析师"
西西弗书店,数据分析师（运营方向）,重庆,10-15K,3-5年大专,生活服务,"BI,经营分析,可视化,数据分析师,运营方向"
六人行信息科技,医药数据分析师,重庆,7-11K·13薪,1-3年本科,制药,"固体制剂,药品质检,医药,药企,GMP"
广州优瓦科技有限公司,医药数据分析师,重庆,6-10K,1-3年本科,检测/认证,"医药,临床前研究,项目咨询,数据库项目,会议文献"
重庆广睿达,大气数据分析工程师,重庆,5-10K,经验不限本科,互联网,"数据分析工程师,模型分析,预测预报,部门规章制度,化学"
恒惠昇,数据分析客服专员,重庆,6-11K,经验不限学历不限,咨询,"电话客服,微信客服,数据分析,寻找客户,数据库"
西西弗书店,数据分析专员（物流）,重庆,6-8K·13薪,3-5年本科,生活服务,"市场数据分析,数据分析专员,仪表盘,数据可视化系统,物流"
六人行信息科技,医药数据分析师,重庆,7-11K,1-3年本科,制药,"临床数据分析,临床试验,医药,药企,CRO"
六人行信息科技,医药数据分析师-市场,重庆,7-11K·13薪,1-3年本科,制药,"仿制药注册,进口药品注册,新药注册,医药,药企"
重庆广睿达,环境数据分析工程师,重庆,4-9K,1-3年硕士,互联网,"大气科学,数据分析工程师,模型分析,预测预报,部门规章制度"
滴滴出行,商业数据分析(实习),南京,150-200元/天,5天/周3个月本科,移动互联网,"商业分析,数据挖掘,SQL,Excel,Hive"
Suning,数据分析师,南京,14-25K·14薪,3-5年本科,批发/零售,"数据治理,商业分析,BI,数据仓库,大数据"
雨润控股,数据分析师,南京,20-30K,5-10年本科,房地产,"数据能力,运营改进,数据分析师,商业,业务决策"
豪客来,数据分析师,南京,5-8K,3-5年本科,餐饮,"财务视角,数据分析师,梳理数据,监控体系,策略"
本涩女装,商品数据分析员,南京,4-5K,1-3年大专,服装/纺织/皮革,"商品结构,商品结构分析,数据分析员,补货,审核"
众能联合,数据分析师,南京,20-40K,3-5年本科,互联网,"数据仓库,Hive,Sklearn,数据分析师,大数据平台"
新大陆软件,数据分析师,南京,6-8K,1年以内本科,计算机软件,"大数据,数据分析师,业务咨询师,业务分析,策划"
励达咨询,数据分析师,南京,12-24K,3-5年本科,咨询,"业务审计,咨询辅导,可疑数据,数据分析师,数据调研"
汉资餐饮,数据分析经理,南京,20-25K·19薪,5-10年本科,企业服务,"财务分析,数据分析经理,业务部门,调研,开展业务"
vivo,数据分析师,南京,30-60K,5-10年本科,移动互联网,"Hive,数据挖掘,埋点,数学统计类,数据方法"
佰聆数据,数据分析师,南京,8-13K,1-3年本科,互联网,"R语言,Python,数据挖掘,编制需求说明书,建模"
中科创达软件,数据分析师,南京,13-26K,3-5年本科,计算机软件,"Hadoop,数据挖掘,数据仓库,数据库开发,数据建模"
领行科技,高级数据分析工程师,南京,15-30K·13薪,5-10年本科,互联网,"数据挖掘,数据仓库,Hive,多维分析,实验评估"
满帮集团,数据分析工程师,南京,12-22K,1-3年本科,移动互联网,"SQL,ETL,Hive,建模,数据分析工程师"
软通动力,数据分析师,南京,13-18K,3-5年本科,计算机软件,"数学统计类,仓库环境,数据分析师,互联网,数据统计及分析"
SHEIN,数据分析（广告优化） (MJ002029),南京,5-8K,1-3年本科,电子商务,"广告优化,广告投放,产品制定,策略,广告数据"
上海冰鉴,数据分析师,南京,15-25K,1-3年硕士,互联网,"数据挖掘,数据仓库,Hive,深入分析,建模"
南京致一科技,数据分析员,南京,7-12K,1-3年本科,电子商务,"数据仓库,商业分析,大数据,运营支持,数据分析员"
南瑞水电公司,数据分析师,南京,12-15K,3-5年硕士,电力/热力/燃气/水利,"Python,Java,Hadoop,Spark,分布式技术"
拓天科技,运营数据分析,南京,11-18K,1-3年本科,通信/网络设备,"Python,R语言,数据建模,数据挖掘,数据价值"
博涯,数据分析师,南京,6-10K,在校/应届硕士,证券/期货,"期货,证券,金融数据,金融市场数据,数据分析师"
卡佩希,广告数据分析师,南京,8-12K,3-5年本科,电子商务,"Tableau,BI,账户数据,广告,数据分析师"
知微,商业数据分析,南京,4-8K,1-3年本科,互联网,"可视化,数据运营,新闻门户,商业分析,舆情"
江苏乐云,数据分析师,南京,5-7K,1-3年大专,新零售,"跟踪代码,访问深度,分类页面,数据资源,全渠道营销"
慧科讯业,BI数据分析顾问,南京,8-13K·13薪,3-5年本科,数据服务,"仪表盘,bi数据分析,顾问,项目需求分析,客户业务"
SHEIN（南京）,数据分析专员,南京,4-7K,经验不限本科,互联网,"商业分析,数据挖掘,广告关键词,数据分析专员,录入"
青麦供应链,商业数据分析,南京,6-8K,1-3年本科,移动互联网,"SQL,商业分析,BI,数据播报,商业数据分析"
南京新生,数据分析主管,南京,15-20K,5-10年大专,医疗,"商业分析,SQL,Python,商业目标,数据分析主管"
运满满,BI数据分析,南京,15-25K,3-5年本科,移动互联网,"数据挖掘,SQL,行业技术发展,bi数据分析,数据提取"
中国电科28所,数据分析师,南京,15-20K,1-3年硕士,计算机软件,"Spark,分布式技术,大数据,商业智能,ETL"
江苏东汉投资,数据分析员,南京,5-8K·13薪,1-3年本科,投资/融资,"DBA,数据分析员,采集数据,业务数据,业绩数据"
数洋智慧,高级数据分析师,南京,11-22K,5-10年本科,数据服务,"商业分析,SPSS,SAS,数据挖掘,建模者"
万得资讯,数据分析师,南京,4-6K,经验不限本科,互联网,"数据挖掘,数据分析师,审核,企业数据,提供专业"
先声药业,数据分析主管,南京,8-11K,3-5年本科,医疗,"医药行业,营销管理,数据分析主管,数据体系,运营"
新生医疗,数据分析师,南京,6-10K,3-5年本科,医疗,"数据挖掘,数据架构师,大数据,数据分析师,销售数据"
聚光,数据分析工程师,南京,7-10K,经验不限本科,仪器仪表/工业自动化,"污染源数据,数据分析工程师,水环境,预警报警,运维工程师"
江苏鸿信,数据分析师,南京,15-20K·13薪,3-5年本科,互联网,"数据开发,数据挖掘,数据仓库,ETL,DBA"
苏宁,营销数据分析师,南京,15-28K,5-10年本科,计算机软件,"数据挖掘,建模,营销数据分析,广告产品,运营决策"
中国知网,数据分析师,南京,5-8K,1-3年本科,互联网,"数据挖掘,Python,SQL,商业数据分析,大数据"
南京海康威视数字...,数据分析师,南京,17-28K·15薪,3-5年本科,智能硬件,"SQL,数据建模,建模,数据分析师,区域业务"
通联数据,数据分析师,南京,4-6K,1-3年本科,互联网,"SQL,数据挖掘,大数据,债券,工具改进"
苏宁金融,数据分析专家（反欺诈）,南京,13-25K,3-5年本科,互联网,"MySQL,深入分析,报表类,数据分析专家,反欺诈"
万得,助理数据分析员,南京,4-7K,经验不限本科,数据服务,"财会审计,债券,助理,数据分析员,基金"
航天神舟软件,数据分析师,南京,10-15K·14薪,3-5年本科,计算机软件,"SQL,ETL,数据仓库,数据挖掘,大数据"
华为,数据分析师,南京,17-34K,3-5年本科,计算机软件,"DBA,数据库故障,数据分析师,数据库专家,设计开发"
浩顿英菲,数据分析专员,南京,4-9K,经验不限本科,计算机服务,"SPSS,Python,商业分析,数据分析专员,市场信息"
科蓝软件,数据分析师,南京,12-17K,5-10年本科,计算机软件,"商业分析,Hive,建模,数据分析师,数学"
中软国际,数据分析,南京,10-15K,3-5年本科,计算机软件,"R语言,Hive,业务数据统计,报表体系,常规业务"
中储智运,数据分析部经理,南京,30-45K,5-10年本科,互联网,"商业分析,团队建设,用户促活,产品指标,部经理"
孩子王,数据分析师,南京,15-30K·13薪,3-5年本科,互联网,"数据挖掘,建模,数据分析师,数学,三年以上工作经验"
视客眼镜网,数据分析师,南京,12-20K,3-5年本科,电子商务,"数据挖掘,SQL,BI,大数据,商业分析"
美团点评,BI数据分析师,南京,15-25K·14薪,3-5年本科,O2O,"SAS,Python,R语言,商业数据分析,SQL"
法本,数据分析师,南京,12-22K,3-5年本科,计算机软件,"SQL,分析结论,数据分析师,数据驱动,产品改进"
卤人甲,数据分析师,南京,4-8K,1-3年大专,餐饮,"数据处理,数据挖掘,仪表盘,特征工程,数据分析师"
南京小米,高级数据分析师,南京,15-25K,1-3年本科,移动互联网,"SQL,Python,互联网数据分析,高级数据分析师,业务需求"
货车帮,数据分析专家,南京,25-35K,5-10年本科,互联网,"数据仓库,数据挖掘,SQL,Python,数据质量问题"
万得咨询,数据分析师,南京,4-9K·14薪,经验不限本科,数据服务,"数据挖掘,商业数据分析,SQL,Python,Java"
联童,数据分析师,南京,9-14K,3-5年本科,新零售,"数据仓库,Hive,业务节点,数据分析师,KPI"
世界村云数据,数据分析师,南京,10-11K,3-5年本科,互联网,"SQL,BI,FineReport,数据分析师,全日制本科及以上学历"
金鹰,数据分析工程师,南京,10-15K·14薪,3-5年本科,生活服务,"数据挖掘,ETL,建模,数据分析工程师,BW"
妖精的口袋,高级数据分析师,南京,10-15K,3-5年本科,电子商务,"数据挖掘,数理统计类,业务表现,高级数据分析师,公司业务"
先声医学诊断,数据分析师 (MJ000889),南京,7-12K,1-3年本科,医疗,"数据仓库,ETL,数据分析师,数仓,业务部门"
朋友保科技,数据分析专员实习（可转正）,南京,1-6K,1-3年本科,互联网,"Excel,数据分析专员,Office,R语言,数据分析软件"
Webeye,数据分析师（2021届）,南京,10-15K·14薪,在校/应届本科,移动互联网,"数据仓库,数据分析师,Etl开发,流程优化,大数据平台"
阿依曼,数据分析师,南京,10-15K,经验不限本科,贸易/进出口,"Tableau,数据仓库,Excel,商业智能,商业分析"
舟谱数据,数据分析师,南京,20-40K·16薪,5-10年本科,移动互联网,"商业分析,快消,门店,高级数据分析,数据分析师"
清云智通,数据分析师,南京,11-22K·14薪,经验不限本科,计算机软件,"数据挖掘,数据入库,关注大数据,计算机或相关专业,数据分析师"
德基集团,数据分析负责人,南京,30-45K,3-5年本科,其他行业,"分布式技术,高可用,页面展示,公司战略规划,设计公司"
苏宁易购,风控数据分析师,南京,20-40K·14薪,3-5年本科,电子商务,"R语言,SPSS,Python,Perl,数据挖掘"
海平面,高级数据分析师,南京,15-30K,经验不限本科,计算机软件,"SQL,Python,Spark,利用数据,故障预测"
南京可康,数据分析,南京,5-10K·14薪,1-3年本科,贸易/进出口,"数据运营,电商运营,跨境电商运营,数据挖掘,产品运营"
德亨文,数据分析师,南京,8-13K·13薪,1年以内硕士,医疗,"数据挖掘,SAS,SPSS,数据分析师,临床研究"
诚勤教育,BI数据分析,南京,8-12K,1-3年本科,数据服务,"ETL,业务构建,bi数据分析,大数据分析,客户需求"
传天羽,数据分析专员,南京,4-6K,1-3年本科,生活服务,"数据分析,数据挖掘,销售助理,提成核算,数据对账"
候鸟服饰,数据分析员,南京,4-6K·13薪,经验不限本科,服装/纺织/皮革,"UV,数据分析员,补货,发货,运营周报"
阿博茨德,数据分析师,南京,7-10K·14薪,1-3年本科,计算机软件,"SQL,数据源管理,数据分析师,数据生产,日常维护工作"
江苏百拓,数据分析师,南京,8-10K,3-5年本科,广告,"系统运维,数据处理,行为评估,活动数据,数据分析师"
长三角,数据分析师,南京,11-20K,1-3年硕士,环保,"C#,Java,Python,数据仓库,数据挖掘"
鼎来欣贸易,数据分析专员,南京,5-8K·13薪,1年以内大专,新零售,"销售运营,数据分析专员,销售数据,商品进销存,数据管理"
师豪商贸,数据分析员,南京,3-5K,经验不限大专,其他服务业,"商业分析,数据分析员,负责市场调研,流通渠道,终端客户"
澳福来广告传媒,数据分析,南京,4-9K,经验不限学历不限,电子商务,"数据挖掘,数据开发,营销策略分析,资讯app,视频app"
江苏易途,数据分析师,南京,6-8K,1-3年本科,计算机软件,"数据分析师,公司运营,完善数据,数据质量,增删改查"
阿博茨科技,数据分析师,南京,8-13K,3-5年本科,互联网,"MySQL,数据治理,Excel,新增数据,行业数据库"
龙麒麟,数据分析师,南京,6-11K,1年以内本科,计算机软件,"SQL,Java,HTML,数据分析师,熟悉linux"
佳格大数据,气象数据分析师,南京,11-20K·13薪,1-3年本科,数据服务,"Python,建模,数据分析师,气象数据,数据统计分析"
梯子教育,数据分析师,南京,6-8K,1-3年本科,互联网,"数据挖掘,商业分析,企业决策者,数据分析师,行业知识"
